1456002257.513388,-0.907959,0.372681,0.305969
1456002257.543159,-0.900208,0.374146,0.316101
1456002257.543385,-0.893555,0.377258,0.315979
1456002257.544631,-0.895020,0.380249,0.316101
1456002257.603396,-0.895203,0.378540,0.315918
1456002257.603899,-0.898987,0.376221,0.312439
1456002257.604251,-0.904602,0.373962,0.312683
1456002257.606148,-0.906677,0.372681,0.313477
1456002257.606721,-0.907837,0.367676,0.303711
1456002257.634779,-0.907654,0.364807,0.304443
1456002257.636188,-0.898926,0.361511,0.304016
1456002257.637016,-0.888000,0.365479,0.302917
1456002257.637219,-0.890808,0.367371,0.303345
1456002257.663468,-0.899597,0.368408,0.302368
1456002257.664542,-0.901123,0.374695,0.302368
1456002257.664852,-0.902161,0.377563,0.306030
1456002257.693763,-0.902527,0.378296,0.306824
1456002257.694615,-0.904297,0.378723,0.306885
1456002257.724012,-0.902832,0.377747,0.302734
1456002257.724434,-0.901917,0.378052,0.297668
1456002257.725394,-0.898865,0.380310,0.299133
1456002257.754032,-0.903687,0.380493,0.296631
1456002257.754396,-0.907898,0.377686,0.293030
1456002257.754893,-0.906616,0.374329,0.291016
1456002257.784321,-0.895081,0.375732,0.289612
1456002257.784597,-0.887451,0.379089,0.298706
1456002257.785480,-0.891418,0.376282,0.300659
1456002257.814093,-0.895386,0.372925,0.301392
1456002257.815656,-0.903870,0.372559,0.301819
1456002257.816974,-0.913635,0.375732,0.288818
1456002257.843574,-0.911011,0.377747,0.284607
1456002257.844185,-0.906128,0.377747,0.295410
1456002257.873619,-0.901123,0.364563,0.317993
1456002257.874200,-0.913513,0.360657,0.323120
1456002257.903542,-0.877625,0.378113,0.312988
1456002257.904117,-0.902588,0.374390,0.310303
1456002257.933755,-0.857056,0.376343,0.245483
1456002257.935498,-0.920166,0.388916,0.244202
1456002257.963587,-0.952942,0.379944,0.250854
1456002257.964129,-0.943542,0.367554,0.265686
1456002257.993642,-0.884155,0.354187,0.290466
1456002257.994137,-0.879883,0.366028,0.305603
1456002258.023813,-0.932678,0.343567,0.339844
1456002258.024330,-0.914368,0.324890,0.349243
1456002258.053573,-0.889587,0.337097,0.365479
1456002258.054110,-0.889038,0.335999,0.362915
1456002258.083663,-0.904114,0.325867,0.368103
1456002258.084011,-0.920776,0.338745,0.375061
1456002258.113572,-0.920410,0.342102,0.376404
1456002258.114804,-0.892212,0.333069,0.393005
1456002258.115091,-0.907349,0.312805,0.426758
1456002258.143616,-0.912354,0.310364,0.431519
1456002258.144199,-0.854309,0.339050,0.409790
1456002258.173885,-0.855835,0.339478,0.422852
1456002258.174221,-0.852905,0.321838,0.458557
1456002258.174869,-0.825500,0.302368,0.481262
1456002258.203800,-0.825867,0.309814,0.475830
