1456003460.557199,0.070129,-0.080811,0.972717
1456003460.565988,0.066223,-0.085938,0.983093
1456003460.576241,0.069397,-0.088745,1.004150
1456003460.586495,0.079468,-0.091980,1.041382
1456003460.596749,0.079224,-0.088074,1.068481
1456003460.607003,0.072144,-0.087341,1.075134
1456003460.617257,0.070435,-0.088013,1.060669
1456003460.627511,0.070251,-0.085388,1.043823
1456003460.637765,0.070129,-0.079285,1.026001
1456003460.646554,0.070496,-0.076050,1.022278
1456003460.656808,0.069580,-0.074951,1.018921
1456003460.667062,0.067017,-0.073853,1.010864
1456003460.677316,0.064331,-0.076050,1.011902
1456003460.687570,0.061401,-0.080566,1.023193
1456003460.697824,0.062622,-0.082214,1.024963
1456003460.708077,0.064514,-0.079590,1.032593
1456003460.718331,0.066711,-0.079529,1.039795
1456003460.727120,0.068665,-0.078918,1.039124
1456003460.737374,0.069824,-0.077209,1.028503
1456003460.747628,0.067261,-0.079590,1.018188
1456003460.757882,0.069214,-0.081848,1.010498
1456003460.768136,0.070557,-0.083496,1.015564
1456003460.778390,0.072693,-0.084045,1.027466
1456003460.788644,0.076050,-0.084045,1.042480
1456003460.798898,0.073120,-0.086304,1.049866
1456003460.807687,0.068237,-0.085693,1.040833
1456003460.817941,0.067444,-0.084961,1.033752
1456003460.838449,0.070251,-0.081543,1.032715
1456003460.848702,0.070801,-0.080872,1.024231
1456003460.869210,0.066284,-0.081848,1.021790
1456003460.879464,0.068970,-0.083496,1.023560
1456003460.888253,0.068970,-0.082642,1.030518
1456003460.898507,0.069092,-0.082642,1.034058
1456003460.908761,0.069458,-0.084595,1.036072
1456003460.919015,0.073181,-0.084167,1.035645
1456003460.929269,0.070312,-0.083496,1.031982
1456003460.939523,0.070862,-0.084167,1.027588
1456003460.949777,0.068604,-0.085266,1.027161
1456003460.960031,0.069580,-0.082886,1.032043
1456003460.968820,0.069580,-0.082458,1.032166
1456003460.979074,0.068481,-0.080383,1.036316
1456003460.989327,0.066467,-0.078918,1.036011
1456003460.999581,0.067078,-0.080261,1.028870
1456003461.009835,0.067932,-0.077393,1.026733
1456003461.020089,0.064575,-0.077148,1.026062
1456003461.030343,0.064819,-0.077759,1.026367
1456003461.040597,0.065369,-0.076782,1.026855
1456003461.049386,0.065613,-0.076355,1.027161
1456003461.059640,0.066711,-0.076660,1.026184
1456003461.069894,0.065063,-0.079712,1.022888
1456003461.080148,0.066162,-0.079590,1.027832
1456003461.090402,0.066956,-0.079163,1.027588
1456003461.100656,0.069031,-0.079468,1.027893
1456003461.110909,0.069275,-0.080994,1.031006
1456003461.121163,0.068176,-0.080261,1.028259
1456003461.129952,0.068726,-0.079102,1.028687
1456003461.140206,0.066833,-0.079224,1.030884
1456003461.150460,0.067871,-0.079163,1.027161
1456003461.160714,0.067383,-0.080811,1.029114
1456003461.170968,0.067993,-0.081360,1.028015
1456003461.191476,0.067627,-0.079773,1.030640
1456003461.201730,0.068604,-0.080688,1.028564
1456003461.211984,0.068665,-0.079773,1.026855
1456003461.220773,0.067749,-0.079895,1.029846
1456003461.231027,0.067505,-0.081604,1.031006
1456003461.241281,0.066101,-0.081177,1.031555
1456003461.251534,0.064758,-0.083740,1.029785
1456003461.261788,0.065491,-0.081055,1.029968
1456003461.272042,0.070557,-0.080688,1.028015
1456003461.282296,0.065979,-0.081177,1.024353
1456003461.292550,0.066223,-0.078613,1.024109
1456003461.301339,0.070251,-0.081848,1.024841
1456003461.311593,0.070618,-0.084412,1.021851
1456003461.321847,0.073608,-0.082825,1.031006
1456003461.332101,0.076050,-0.084351,1.040222
1456003461.342355,0.077820,-0.085999,1.046265
1456003461.352609,0.074524,-0.083557,1.044556
1456003461.362863,0.066467,-0.082336,1.048584
1456003461.373116,0.064270,-0.082642,1.040466
1456003461.381906,0.063721,-0.077271,1.029419
1456003461.402413,0.059326,-0.074402,1.020752
1456003461.412667,0.062683,-0.073669,1.018677
1456003461.433175,0.060669,-0.075500,1.016052
1456003461.443429,0.065063,-0.076965,1.022339
1456003461.462472,0.069458,-0.078735,1.022583
1456003461.472726,0.070801,-0.080750,1.028015
1456003461.493234,0.069580,-0.083801,1.028076
1456003461.503488,0.070557,-0.085876,1.033752
